userId,testValues
10148, 0 0 0 0 0
10166, 10 9 9 0 0
10169, 10 10 10 10 8
10171, 9 9 9 9 9
10175, 10 10 10 10 10
10183, 0 0 0 0 0
10189, 10 10 0 0 0
10190, 10 10 9 9 9
10205, 9 9 9 8 8
10207, 10 10 10 10 7.000000e+00
10215, 0 0 0 0 0
10216, 10 8 0 0 0
10221, 0 0 0 0 0
10222, 0 0 0 0 0
10226, 8 8 8 8 6
10227, 10 10 0 0 0
10228, 9 9 9 9 9
10232, 10 10 10 10 10
10234, 0 0 0 0 0
10244, 10 7.000000e+00 6.000000e+00 6.000000e+00 6.000000e+00
10245, 10 10 10 10 10
10251, 7 7 0 0 0
10252, 10 0 0 0 0
10259, 0 0 0 0 0
10263, 10 0 0 0 0
10268, 1 0 0 0 0
10270, 5 5 5 5 5
10276, 7.000000e+00 7 3 3 3
10279, 7 0 0 0 0
10280, 9 9 9 0 0
10289, 8 0 0 0 0
10292, 7 7 7 7 7
10293, 1.000000e+01 1.000000e+01 10 10 10
10295, 1 1 1 1 1
10297, 8 8 8 6 0
10302, 9 9 9 5 0
10305, 10 10 5 0 0
10307, 5 5 5 4 2
10308, 6 6 6 6 6
10309, 0 0 0 0 0
10311, 0 0 0 0 0
10312, 7 0 0 0 0
10313, 8 0 0 0 0
10314, 0 0 0 0 0
10318, 9 7 0 0 0
10325, 8 6 3 3.000000e+00 2
10326, 4 4 4 0 0
10330, 0 0 0 0 0
10340, 10 7.000000e+00 7.000000e+00 7 7
10346, 10 10 10 9 0
10353, 10 9 4 1 1
10363, 1 0 0 0 0
10364, 9 7 7 7 2
10371, 1.000000e+01 1.000000e+01 10 10 10
10378, 7 6 6 6 6
10380, 7 7 3 3 3
10383, 7 7 7 0 0
10384, 10 10 10 10 10
10386, 9 9 1 1 0
10391, 5 0 0 0 0
10399, 0 0 0 0 0
10402, 0 0 0 0 0
10404, 0 0 0 0 0
10405, 0 0 0 0 0
10406, 7 0 0 0 0
10407, 4 4 0 0 0
10408, 0 0 0 0 0
10416, 2 2 1 0 0
10418, 8 8 0 0 0
10419, 10 5 5 0 0
10423, 10 10 10 10 10
10424, 9 9 1 0 0
10438, 10 10 10 0 0
10439, 10 10 10 10 10
10443, 10 6 3 3 3
10445, 7 7 7 7 6
10450, 10 10 10 10 10
10452, 1.000000e+01 7 0 0 0
10454, 9 8 8 7 0
10455, 6 6 5 5 5
10456, 7 6 6 6 6
10459, 3 3 3 0 0
10465, 7 7 0 0 0
10466, 1 1 0 0 0
10468, 0 0 0 0 0
10474, 1 0 0 0 0
10482, 6 6 6 6 6
10491, 0 0 0 0 0
10496, 7 0 0 0 0
10503, 9 9 9 9 5
10504, 0 0 0 0 0
10511, 10 10 10 7.000000e+00 7.000000e+00
10515, 1.000000e+01 10 10 10 10
10516, 10 10 10 10 10
10518, 9 9 9 7 7
10519, 6.000000e+00 6 6.000000e+00 0 0
10521, 1 0 0 0 0
10522, 10 8 0 0 0
10525, 10 10 0 0 0
10527, 10 10 9 9 8
10533, 10 10 3 3 3
10542, 7 7 0 0 0
10544, 1.000000e+01 10 10 10 0
10547, 8 0 0 0 0
10548, 10 10 10 0 0
10550, 9 9 9 9 9
10553, 0 0 0 0 0
10560, 6 6.000000e+00 6.000000e+00 6.000000e+00 0
10565, 10 10 9 7.000000e+00 7
10570, 5 5 5 5 4
10573, 9 9 8 8 8
10580, 10 10 0 0 0
10582, 8 8 6 0 0
10584, 10 9 8 8 8
10589, 7 0 0 0 0
10596, 10 0 0 0 0
10600, 0 0 0 0 0
10601, 0 0 0 0 0
10602, 8 8 7 5 5
10613, 10 0 0 0 0
10622, 9 0 0 0 0
10625, 0 0 0 0 0
10630, 10 10 10 10 10
10633, 6 0 0 0 0
10636, 10 10 10 10 10
10638, 1 0 0 0 0
10646, 9 9 8 8 8
10649, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
10652, 10 10 10 10 10
10654, 9 9 9 9 8
10656, 10 0 0 0 0
10659, 10 9 9 9 9
10665, 8 8 8 6 6
10672, 10 10 9 7.000000e+00 7
10675, 1.000000e+01 1.000000e+01 8 8 0
10676, 10 10 10 6 6.000000e+00
10679, 0 0 0 0 0
10682, 10 10 8 8 8
10683, 1 0 0 0 0
10685, 0 0 0 0 0
10690, 1.000000e+01 1.000000e+01 8 6 6
10691, 1.000000e+01 10 10 10 0
10697, 1.000000e+01 10 10 10 0
10699, 7.000000e+00 7.000000e+00 0 0 0
10704, 0 0 0 0 0
10715, 0 0 0 0 0
10719, 10 10 10 10 10
10721, 10 10 4 0 0
10722, 1 0 0 0 0
10723, 10 10 10 10 10
10728, 7 7 0 0 0
10733, 0 0 0 0 0
10734, 10 10 9 9 0
10735, 8 8 0 0 0
10742, 10 10 10 10 10
10744, 10 0 0 0 0
10747, 10 10 10 10 0
10748, 10 10 10 10 10
10749, 10 10 9 9 9
10750, 0 0 0 0 0
10752, 1.000000e+01 10 10 10 8
10755, 6 6 6 0 0
10759, 5 5 0 0 0
10761, 6 6 0 0 0
10763, 10 9 9 9 9
10764, 8 8 8 7 6
10765, 8 8 0 0 0
10772, 10 10 7.000000e+00 6 6
10775, 10 10 10 10 10
10778, 10 10 0 0 0
10784, 10 7 0 0 0
10790, 6 6 5 4 4
10794, 10 10 10 10 10
10799, 10 10 7.000000e+00 1 0
10800, 8 8 8 8 8
10809, 0 0 0 0 0
10813, 6 6 0 0 0
10815, 0 0 0 0 0
10818, 0 0 0 0 0
10820, 8 6 0 0 0
10821, 0 0 0 0 0
10822, 9 9 9 9 9
10823, 6 5 5 0 0
10827, 7 7 7 7 7
10830, 9 9 9 9 9
10833, 7 7 3.000000e+00 1 0
10834, 6.000000e+00 6 4 4 4
10838, 7 6 2 2 2
10840, 7.000000e+00 7 7 7 7
10841, 9 9 9 8 7.000000e+00
10842, 10 10 10 10 10
10843, 7.000000e+00 7 7 7 7
10846, 10 10 10 10 0
10851, 0 0 0 0 0
10852, 10 10 8 8 1
10858, 8 0 0 0 0
10861, 9 8 8 8 8
10862, 8 1 1 0 0
10865, 10 0 0 0 0
10867, 9 9 9 9 9
10868, 5 0 0 0 0
10873, 10 10 10 10 9
10874, 10 10 10 0 0
10880, 9 9 0 0 0
10881, 9 9 9 9 8
10884, 10 10 7.000000e+00 7.000000e+00 7.000000e+00
10892, 7.000000e+00 7 7 7 6
10896, 10 10 1.000000e+01 6 3
10897, 10 10 10 10 10
10898, 10 10 10 9 9
10917, 10 10 10 9 9
10919, 10 10 10 10 0
10921, 10 10 10 10 9
10923, 9 9 0 0 0
10924, 0 0 0 0 0
10925, 10 10 10 6 6
10926, 6 6 3 0 0
10928, 10 10 10 10 10
10931, 6 0 0 0 0
10932, 10 10 0 0 0
10941, 10 10 10 7 7
10958, 8 6 0 0 0
10962, 0 0 0 0 0
10965, 8 0 0 0 0
10966, 1.000000e+01 0 0 0 0
10967, 8 6 5 0 0
10970, 8 8 8 8 0
10972, 9 8 3 3 3
10974, 10 10 10 10 10
10975, 10 10 10 0 0
10976, 10 0 0 0 0
10977, 10 10 10 9 9
10978, 7 6 5 5 5
10979, 0 0 0 0 0
10980, 9 9 9 9 3
10982, 7 0 0 0 0
10983, 10 10 10 8 7.000000e+00
10986, 0 0 0 0 0
10987, 10 9 9 9 9
10989, 9 9 9 9 9
10994, 9 9 9 9 9
10999, 4 1 0 0 0
11002, 0 0 0 0 0
11005, 10 0 0 0 0
11012, 7 0 0 0 0
11016, 6 6 6 6 6
11027, 6 6 6 6 3
11031, 0 0 0 0 0
11033, 0 0 0 0 0
11034, 10 10 10 10 10
11037, 1.000000e+01 10 10 6 0
11042, 9 0 0 0 0
11045, 10 10 10 9 9
11047, 1.000000e+01 10 8 8 6
11062, 1 1 0 0 0
11064, 10 10 9 9 9
11066, 8 8 6 5 4
11067, 10 10 10 10 10
11068, 0 0 0 0 0
11072, 8 8 8 8 8
11077, 10 9 9 9 9
11078, 8 8 8 0 0
11081, 1.000000e+01 10 10 10 2
11083, 0 0 0 0 0
11090, 10 0 0 0 0
11094, 0 0 0 0 0
11103, 0 0 0 0 0
11105, 9 9 9.000000e+00 1 0
11111, 7.000000e+00 7 7 6 6
11113, 0 0 0 0 0
11114, 10 10 0 0 0
11120, 6 6 6.000000e+00 6.000000e+00 0
11124, 0 0 0 0 0
11126, 10 4 3.000000e+00 0 0
11127, 8 4 0 0 0
11129, 10 7 7 7 7
11130, 0 0 0 0 0
11132, 0 0 0 0 0
11133, 7.000000e+00 7 7 0 0
11134, 8 8 8 8 8
11135, 7 7 0 0 0
11137, 9 9 9 9 8
11138, 9 9 9 9 9
11142, 0 0 0 0 0
11152, 7 0 0 0 0
11160, 8 6 6 0 0
11161, 1 0 0 0 0
11166, 9 9 9 9 6
11172, 0 0 0 0 0
11174, 0 0 0 0 0
11178, 0 0 0 0 0
11179, 0 0 0 0 0
11183, 9 9 0 0 0
11185, 7 0 0 0 0
11186, 8 0 0 0 0
11187, 10 10 10 10 10
11197, 10 0 0 0 0
11199, 10 10 10 7 7
11202, 4 0 0 0 0
11203, 9 8 0 0 0
11213, 0 0 0 0 0
11214, 7.000000e+00 7 7 7 7
11215, 10 10 10 10 0
11228, 0 0 0 0 0
11229, 0 0 0 0 0
11235, 8 8 6 6 0
11236, 7 0 0 0 0
11240, 8 8 8 6 5
11243, 8 7.000000e+00 7.000000e+00 7 7
11244, 3 3 3 0 0
11255, 9 9 9 9 8
11264, 10 10 10 9 7
11265, 0 0 0 0 0
11273, 10 10 7 0 0
11288, 0 0 0 0 0
11294, 8 8 7 7 7
11299, 1 1 1 1 1
11303, 10 9 9 9 0
11308, 7.000000e+00 7.000000e+00 7 7 7
11313, 0 0 0 0 0
11321, 0 0 0 0 0
11326, 7.000000e+00 7.000000e+00 7 7 7
11329, 9 0 0 0 0
11330, 6 6 6 6.000000e+00 6.000000e+00
11332, 0 0 0 0 0
11333, 9 7.000000e+00 0 0 0
11340, 1.000000e+01 1.000000e+01 10 10 10
11344, 10 10 10 10 10
11347, 9 0 0 0 0
11350, 0 0 0 0 0
11352, 9 8 6 6 6
11353, 6 6 6 6 6
11355, 5 5 0 0 0
11359, 9 9 9 9 9
11365, 7 3.000000e+00 0 0 0
11369, 0 0 0 0 0
11373, 0 0 0 0 0
11374, 10 10 6 6 6
11379, 10 8 7.000000e+00 7 6
11381, 7.000000e+00 7.000000e+00 7 7 7
11383, 9 0 0 0 0
11385, 9 0 0 0 0
11398, 0 0 0 0 0
11400, 6.000000e+00 0 0 0 0
11404, 10 0 0 0 0
11408, 9 7 6 6 0
11425, 0 0 0 0 0
11430, 8 8 8 8 0
11431, 10 1 1 1 1
11434, 10 7.000000e+00 7 6 3.000000e+00
11435, 10 0 0 0 0
11436, 8 8 8 8 8
11441, 1 0 0 0 0
11448, 3 3 3 0 0
11449, 9 9 9 0 0
11452, 10 10 10 10 8
11453, 8 8 8 7 7
11458, 10 10 10 10 10
11466, 0 0 0 0 0
11468, 3 3 0 0 0
11482, 4 4 0 0 0
11494, 10 10 10 10 10
11496, 0 0 0 0 0
11499, 10 10 6 6 4
11503, 7.000000e+00 6 0 0 0
11504, 8 7 0 0 0
11505, 8 4 4 4 4
11507, 6 6 0 0 0
11508, 8 8 8 5 0
11510, 7 7 7 6 6
11511, 8 8 8 8 8
11517, 10 10 0 0 0
11522, 10 7 0 0 0
11525, 6 0 0 0 0
11526, 7.000000e+00 7 7 7 7
11527, 1.000000e+01 1.000000e+01 10 10 10
11528, 9 9 8 8 8
11537, 9 9 9 9 7.000000e+00
11538, 10 10 10 10 10
11539, 0 0 0 0 0
11541, 8 8 8 8 6.000000e+00
11543, 10 0 0 0 0
11544, 0 0 0 0 0
11549, 10 10 10 10 10
11552, 6 0 0 0 0
11553, 9 9 7.000000e+00 7.000000e+00 7
11560, 7.000000e+00 7 7 6 6
11569, 2 2 2 0 0
11578, 8 7 0 0 0
11579, 8 0 0 0 0
11587, 10 2 0 0 0
11588, 10 10 10 10 1
11591, 7 5 5 5 0
11594, 9 9 9 9 8
11597, 0 0 0 0 0
11598, 0 0 0 0 0
11600, 8 7 7 6 6
11602, 10 10 10 10 9
11609, 10 3 3 2 2
11619, 0 0 0 0 0
11622, 1 1 0 0 0
11623, 10 10 10 10 10
11625, 10 10 5 0 0
11631, 10 0 0 0 0
11632, 8 0 0 0 0
11635, 7 0 0 0 0
11636, 3 0 0 0 0
11638, 9 9 9 9 0
11641, 10 10 10 10 10
11642, 0 0 0 0 0
11655, 10 10 10 10 10
11656, 8 0 0 0 0
11657, 10 5 1 0 0
11658, 10 10 9 0 0
11659, 1.000000e+01 10 10 10 10
11665, 8 8 8 8 8
11669, 9 9 9 9 9
11670, 8 8 8 8 8
11676, 5 0 0 0 0
11678, 10 10 9 1 1
11679, 1 1 1 0 0
11689, 1.000000e+01 1.000000e+01 10 10 10
11697, 0 0 0 0 0
11700, 10 0 0 0 0
11701, 10 0 0 0 0
11707, 6.000000e+00 0 0 0 0
11708, 7 7 6 3 2
11711, 7 7 7 0 0
11713, 9 9 8 8 8
11728, 1 0 0 0 0
11729, 5 5 5 5 5
11731, 8 8 8 8 8
11735, 9 9 9 8 8
11736, 6 6 3 0 0
11737, 9 9 9 9 9
11739, 9 9 9 9 7.000000e+00
11740, 1 1 0 0 0
11750, 10 7.000000e+00 7 7 7
11751, 10 10 10 0 0
11755, 10 10 10 10 10
11757, 0 0 0 0 0
11759, 8 8 0 0 0
11760, 7 7 7 0 0
11763, 6 6 0 0 0
11770, 7 6.000000e+00 0 0 0
11782, 10 10 10 10 1
11783, 9 8 8 8 8
11791, 10 10 7.000000e+00 7 7
11793, 0 0 0 0 0
11803, 0 0 0 0 0
11805, 0 0 0 0 0
11812, 10 0 0 0 0
11820, 1.000000e+01 1.000000e+01 10 10 10
11828, 8 8 8 8 5
11836, 10 10 10 10 10
11847, 8 8 5 0 0
11849, 9 9 9 9 0
11850, 3 0 0 0 0
11854, 8 8 8 8 0
11858, 8 0 0 0 0
11859, 10 10 8 8 0
11863, 7 7 0 0 0
11867, 9 9 9 9 9
11869, 9 8.501969e+00 8.501969e+00 8 8
11873, 0 0 0 0 0
11878, 0 0 0 0 0
11881, 10 10 10 10 0
11884, 9 9 9 7.000000e+00 7.000000e+00
11888, 0 0 0 0 0
11890, 10 10 10 10 10
11894, 10 10 10 10 8
11897, 0 0 0 0 0
11900, 9 0 0 0 0
11901, 10 6 5 5 5
11902, 0 0 0 0 0
11905, 10 8 8 8 8
11907, 10 8 0 0 0
11908, 0 0 0 0 0
11911, 5 0 0 0 0
11914, 6 6.000000e+00 0 0 0
11918, 1.000000e+01 10 10 9 9
11920, 10 9 9 9 8
11922, 10 0 0 0 0
11924, 8 7.000000e+00 6 5 5
11929, 0 0 0 0 0
11932, 10 1 1 1 0
11936, 8 8 0 0 0
11948, 0 0 0 0 0
11957, 10 8 8 8 7
11959, 7 7 7 7 0
11961, 9 9 9 9 8
11965, 9 9 0 0 0
11966, 0 0 0 0 0
11967, 10 10 10 5 5
11972, 0 0 0 0 0
11976, 8 8 8 0 0
11980, 5.000000e+00 5 5 5 0
11983, 7.000000e+00 0 0 0 0
11986, 10 9 9 9 8
11990, 6.000000e+00 6.000000e+00 6.000000e+00 0 0
11991, 0 0 0 0 0
11994, 0 0 0 0 0
12004, 9 9 9 8 6
12005, 0 0 0 0 0
12006, 4 4 0 0 0
12008, 7.000000e+00 7 0 0 0
12012, 0 0 0 0 0
12013, 10 10 8 8 8
12018, 0 0 0 0 0
12024, 9 8 6 6 6
12029, 0 0 0 0 0
12031, 1.000000e+01 0 0 0 0
12035, 10 10 10 10 10
12036, 10 10 10 10 10
12038, 9 9 9 9 7
12041, 10 10 10 9 9
12050, 7 1 1 1 1
12051, 10 10 10 8 0
12057, 10 10 10 10 10
12058, 7.000000e+00 7.000000e+00 7 7 7
12061, 0 0 0 0 0
12063, 10 9 9 9 8
12065, 5 5 0 0 0
12068, 8 8 8 8 8
12069, 1 1 0 0 0
12070, 10 10 8 8 3
12072, 10 10 10 10 10
12081, 4 0 0 0 0
12091, 9 8 8 8 7.000000e+00
12102, 6 6 0 0 0
12106, 0 0 0 0 0
12107, 0 0 0 0 0
12110, 3 0 0 0 0
12113, 10 10 1.000000e+01 8 8
12117, 7 1 0 0 0
12119, 1.000000e+01 1.000000e+01 10 10 1.000000e+01
12123, 0 0 0 0 0
12125, 0 0 0 0 0
12128, 9 7 7 7 7
12129, 7 7 7 6 5
12130, 0 0 0 0 0
12132, 8 7 0 0 0
12139, 10 9 8 8 8
12142, 10 10 10 0 0
12143, 0 0 0 0 0
12146, 10 10 10 10 10
12157, 7 0 0 0 0
12158, 0 0 0 0 0
12161, 0 0 0 0 0
12164, 0 0 0 0 0
12166, 3 3 1 1 1
12174, 0 0 0 0 0
12179, 6 5 5 5 5
12180, 10 6 2 2 2
12183, 8 8 8 8 8
12184, 0 0 0 0 0
12188, 0 0 0 0 0
12189, 6 6 6 6 6
12191, 0 0 0 0 0
12192, 5 5 5 5 5
12200, 1 0 0 0 0
12210, 9 9 9 0 0
12212, 9 9 9 9 9
12219, 0 0 0 0 0
12227, 10 9 9 0 0
12229, 1 1 1 1 1
12230, 0 0 0 0 0
12239, 0 0 0 0 0
12250, 5 4 4 4 4
12256, 9 9 9 9 9
12258, 0 0 0 0 0
12264, 9 9 9 9 9
12265, 9 9 0 0 0
12270, 8 8 8 8 8
12273, 10 9 9 9 9
12276, 0 0 0 0 0
12278, 9 0 0 0 0
12281, 5 0 0 0 0
12284, 10 10 10 10 0
12289, 9 9 9 8 8
12293, 9 9 8 7 7
12295, 10 10 8 6 0
12296, 10 10 1 0 0
12298, 3 3 0 0 0
12307, 9 9 5 5 4
12311, 6.000000e+00 0 0 0 0
12312, 10 0 0 0 0
12317, 9 9 9 8 8
12321, 0 0 0 0 0
12327, 9 8 8 8 5
12333, 1 1 1 1 1
12335, 10 10 10 0 0
12337, 10 10 10 0 0
12340, 8 8 8 8 8
12344, 6 0 0 0 0
12346, 0 0 0 0 0
12348, 10 3 1 0 0
12349, 9 9 9 0 0
12350, 0 0 0 0 0
12353, 10 10 0 0 0
12357, 10 10 10 10 10
12358, 0 0 0 0 0
12359, 7.000000e+00 7.000000e+00 7 1 1
12362, 7 0 0 0 0
12365, 0 0 0 0 0
12369, 1.000000e+01 10 10 10 10
12374, 7 7 7 7.000000e+00 3
12379, 9 9 8 8 8
12384, 10 0 0 0 0
12396, 6 1 0 0 0
12403, 6 1 1 0 0
12406, 10 10 9.111111e+00 9 9
12407, 9 9 9 9 9
12410, 10 0 0 0 0
12414, 10 10 9 9 9
12417, 9 0 0 0 0
12422, 10 10 10 0 0
12423, 1.000000e+01 10 10 10 10
12429, 10 10 10 0 0
12433, 9 8 8 8 8
12438, 10 1 1 1 0
12445, 10 9 8 8 6
12447, 7 7 7 6.000000e+00 0
12448, 1 1 0 0 0
12450, 8 8 8 8 8
12453, 9 9 8 8 0
12454, 0 0 0 0 0
12457, 7 7 6 6 0
12458, 10 8 8 6 6
12466, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
12470, 1.000000e+01 10 10 10 0
12471, 0 0 0 0 0
12472, 4 4 4 4 0
12474, 7.000000e+00 6 6 6 6
12477, 10 10 10 0 0
12485, 9 9 0 0 0
12487, 5 5 5 5 0
12488, 10 9 5 5 1
12496, 10 10 10 10 10
12502, 10 10 0 0 0
12512, 8 8 7.000000e+00 7 7
12513, 8 8 8 8 8
12518, 9 9 9 9 9
12527, 10 10 0 0 0
12530, 10 10 10 7 4
12532, 0 0 0 0 0
12536, 0 0 0 0 0
12540, 10 6 6 6 6
12542, 1.000000e+01 0 0 0 0
12543, 8 8 8 0 0
12546, 7 7 7 6 6
12551, 0 0 0 0 0
12553, 10 10 10 7 7
12555, 9 0 0 0 0
12556, 10 10 10 10 10
12560, 9 9 9 9 7
12561, 0 0 0 0 0
12562, 8 7.000000e+00 7 7 7
12567, 10 9 9 9 9
12569, 10 9 9 0 0
12570, 0 0 0 0 0
12573, 0 0 0 0 0
12576, 8 8 6 6 6
12582, 10 10 6 6 6
12586, 1 1 0 0 0
12587, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
12592, 10 10 10 10 0
12595, 1.000000e+01 10 10 10 5
12600, 0 0 0 0 0
12602, 7.000000e+00 7 7 6 6
12604, 9 9 0 0 0
12612, 7 7 7 7 0
12622, 9 9 9 9 9
12623, 10 10 10 10 10
12628, 10 10 10 3 3
12630, 8 0 0 0 0
12633, 10 0 0 0 0
12636, 0 0 0 0 0
12637, 8 8 8 0 0
12641, 9 9 7 7 7
12642, 1.000000e+01 1.000000e+01 10 10 10
12643, 10 10 10 9 9
12649, 8 8 7 6 6
12651, 8 0 0 0 0
12652, 0 0 0 0 0
12662, 10 10 10 10 10
12668, 10 9 9 6 6
12670, 0 0 0 0 0
12674, 6 6 5 5 5
12682, 10 10 10 10 9
12685, 10 10 10 8 0
12686, 1 0 0 0 0
12689, 1.000000e+01 1.000000e+01 3 3 0
12695, 10 9 9 9 9
12696, 0 0 0 0 0
12697, 1.000000e+01 10 0 0 0
12699, 0 0 0 0 0
12705, 9 9 9 8 7.000000e+00
12707, 9 9 9 9 9
12708, 8 8 8 8 8
12709, 1.000000e+01 10 10 10 10
12710, 0 0 0 0 0
12713, 7 7 0 0 0
12714, 7 1 1 0 0
12720, 0 0 0 0 0
12722, 1 0 0 0 0
12726, 9 9 9 9 8
12728, 0 0 0 0 0
12736, 10 0 0 0 0
12738, 9 9 0 0 0
12739, 0 0 0 0 0
12744, 0 0 0 0 0
12747, 0 0 0 0 0
12749, 6 6 6 6 6
12752, 10 10 10 10 10
12755, 7 7 0 0 0
12757, 10 10 10 10 10
12759, 10 8 7.000000e+00 7.000000e+00 7.000000e+00
12763, 8 8 8 8 6
12764, 8 8 8 7 7
12767, 9 8 8 2 0
12769, 10 10 10 10 10
12770, 10 10 10 10 10
12773, 0 0 0 0 0
12775, 0 0 0 0 0
12778, 0 0 0 0 0
12779, 10 10 10 10 10
12781, 0 0 0 0 0
12795, 6 6 6 0 0
12796, 10 10 0 0 0
12797, 9 9 9 0 0
12798, 9 9 9 9 0
12799, 10 10 10 10 8
12800, 0 0 0 0 0
12801, 9 9 9 9 9
12814, 0 0 0 0 0
12818, 10 10 10 0 0
12819, 10 10 0 0 0
12820, 3 3 3 3 0
12826, 1.000000e+01 1.000000e+01 1 1 1
12827, 7.000000e+00 0 0 0 0
12829, 10 10 10 10 10
12830, 0 0 0 0 0
12832, 10 0 0 0 0
12836, 10 9 9 7.000000e+00 7.000000e+00
12837, 7.000000e+00 0 0 0 0
12839, 10 9 9 9 9
12847, 0 0 0 0 0
12849, 0 0 0 0 0
12850, 0 0 0 0 0
12852, 0 0 0 0 0
12855, 10 10 10 10 10
12858, 10 10 0 0 0
12859, 8 7 5 5 5
12861, 8 4 4 4 0
12862, 9 9 9 8 8
12863, 7 0 0 0 0
12872, 0 0 0 0 0
12882, 8 8 6.000000e+00 6.000000e+00 6.000000e+00
12883, 8 8 6 6 0
12886, 10 10 0 0 0
12887, 10 10 10 10 10
12888, 9 9 9 9 9
12892, 10 0 0 0 0
12895, 10 10 10 10 10
12898, 9 9 9 9 9
12900, 0 0 0 0 0
12901, 10 10 0 0 0
12908, 10 9 9 9 9
12916, 0 0 0 0 0
12917, 1.000000e+01 10 10 10 10
12928, 9 9 0 0 0
12929, 2 1 1 1 0
12932, 10 10 10 10 10
12934, 10 10 10 8 8
12936, 8 0 0 0 0
12942, 7 5 5 0 0
12948, 9 5 4 4 4
12949, 9 9 0 0 0
12950, 8 0 0 0 0
12956, 0 0 0 0 0
12958, 8 8 8 8 7.000000e+00
12966, 4 4 4 4 4
12968, 9 9 9 9 9
12974, 10 0 0 0 0
12975, 9 9 9 9 9
12978, 1.000000e+01 5 0 0 0
12980, 8 0 0 0 0
12981, 9 9 0 0 0
12985, 9 9 9 8 8
12986, 9 5 0 0 0
12992, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
12996, 1 1 0 0 0
12999, 10 9 9 8 8
13001, 1 1 1 1 1
13003, 9 9 8 8 8
13004, 8 8 6 6 6
13005, 8 8 8 8 8
13009, 8 8 7.000000e+00 0 0
13010, 9 8 8 8 8
13012, 5 0 0 0 0
13018, 7.000000e+00 7.000000e+00 7 7 6.000000e+00
13019, 0 0 0 0 0
13020, 10 10 10 10 0
13023, 0 0 0 0 0
13025, 10 10 9 7 7
13030, 9 9 9 9 9
13031, 10 10 10 0 0
13037, 8 8 8 8 0
13039, 9 9 9 9 9
13040, 6.000000e+00 6.000000e+00 5.000000e+00 5 2
13043, 8 8 8 8 8
13044, 9 9 9 9 9
13048, 1 0 0 0 0
13049, 5 0 0 0 0
13065, 8 7 7 7.000000e+00 0
13068, 1 1 0 0 0
13073, 0 0 0 0 0
13075, 9 9 9 9 6
13076, 7 7 7 0 0
13090, 9 8 8 8 7
13097, 10 8 0 0 0
13104, 0 0 0 0 0
13105, 8 8 8 4 4
13110, 6 0 0 0 0
13113, 10 10 10 10 10
13114, 10 8 0 0 0
13124, 9 0 0 0 0
13125, 10 10 10 8 8
13129, 1 1 0 0 0
13131, 9 9 9 9 0
13138, 9 0 0 0 0
13144, 8 8 8 8 8
13145, 10 10 10 10 3
13157, 10 10 10 10 10
13161, 10 10 10 10 10
13162, 7 6 0 0 0
13163, 8 7 6 6 5
13173, 0 0 0 0 0
13176, 7.000000e+00 7 3 2 0
13177, 7.000000e+00 0 0 0 0
13182, 10 10 10 8 8
13184, 10 10 10 10 10
13187, 10 10 9 9 6.000000e+00
13190, 9 0 0 0 0
13194, 0 0 0 0 0
13195, 10 10 10 10 10
13201, 2 0 0 0 0
13204, 7 7 7 0 0
13205, 8 8 0 0 0
13208, 8 0 0 0 0
13211, 5 5 0 0 0
13212, 10 8.541960e+00 8 8 8
13214, 10 9 9 9 0
13215, 10 10 10 0 0
13216, 10 9 4 4 0
13217, 10 10 10 10 10
13226, 8 8 8 8 8
13228, 10 10 10 10 10
13230, 10 10 7.000000e+00 7.000000e+00 7.000000e+00
13236, 3 3 3 3 3
13249, 5 1 1 0 0
13252, 0 0 0 0 0
13258, 8 8 8 0 0
13261, 10 0 0 0 0
13264, 2 0 0 0 0
13268, 9 9 9 9 9
13273, 7.000000e+00 6 0 0 0
13274, 10 8 8 8 8
13277, 6 3 0 0 0
13278, 10 10 9 7.000000e+00 7
13280, 0 0 0 0 0
13281, 0 0 0 0 0
13283, 0 0 0 0 0
13284, 9 9 9 9 8
13285, 0 0 0 0 0
13286, 9 9 9 9 7.000000e+00
13287, 10 0 0 0 0
13289, 0 0 0 0 0
13290, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
13294, 10 1 1 0 0
13295, 10 10 10 10 10
13303, 0 0 0 0 0
13304, 0 0 0 0 0
13308, 0 0 0 0 0
13310, 6 6 0 0 0
13316, 10 10 10 0 0
13317, 10 10 9 9 9
13319, 6 5 0 0 0
13322, 10 10 10 4 3
13326, 1.000000e+01 10 10 10 0
13328, 9 9 9 9 9
13332, 0 0 0 0 0
13336, 0 0 0 0 0
13338, 8 8 8 8 8
13347, 5 5 5 5 5
13352, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
13355, 8 0 0 0 0
13357, 7 6 0 0 0
13364, 9 0 0 0 0
13368, 10 10 10 10 10
13371, 10 0 0 0 0
13373, 0 0 0 0 0
13374, 1 0 0 0 0
13376, 10 9 9 9 9
13377, 10 10 10 10 8
13388, 0 0 0 0 0
13391, 7 6 6 6 5
13402, 10 10 10 10 10
13404, 10 10 10 10 10
13406, 9 8 8 0 0
13409, 8 0 0 0 0
13410, 0 0 0 0 0
13420, 10 10 10 10 10
